,GeneID,EC#,EC,Superpathway
0,gi|284047386|ref|NC_013740.1|:c1753819-1752638|905|g__Acidaminococcus.s__Acidaminococcus_fermentans|UniRef90_D2RLJ3|UniRef50_C7XRX0,ec:0.0.0.0,,
2636,gi|262408115|ref|NZ_GG705176.1|:c183596-182703|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JJM2|UniRef50_Q8A0Q3,ec:0.0.0.0,,
2637,gi|262406220|ref|NZ_GG705174.1|:813166-814029|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D8F7|UniRef50_R6F5B9,ec:0.0.0.0,,
2638,gi|262407208|ref|NZ_GG705175.1|:c929392-928439|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D781|UniRef50_D6D781,ec:0.0.0.0,,
2639,gi|262409667|ref|NZ_GG705184.1|:942-1886|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D4VT45|UniRef50_D6D6Y0,ec:0.0.0.0,,
2640,gi|262408802|ref|NZ_GG705178.1|:c270308-269364|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D4Z8|UniRef50_R6JA28,ec:0.0.0.0,,
2641,gi|262406220|ref|NZ_GG705174.1|:799736-800656|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D4VT02|UniRef50_F5J2M4,ec:0.0.0.0,,
2642,gi|262406220|ref|NZ_GG705174.1|:642468-643322|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D841|UniRef50_H1Z8V9,ec:2.1.1.63,,
2643,gi|262405036|ref|NZ_GG705173.1|:1526436-1526705|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6RS03|UniRef50_R7LCV9,ec:0.0.0.0,,
2644,gi|262409817|ref|NZ_GG705208.1|:103-315|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D0TYU7|UniRef50_D0TYU7,ec:0.0.0.0,,
2645,gi|262407208|ref|NZ_GG705175.1|:788396-788632|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6KE61|UniRef50_R5M0M1,ec:0.0.0.0,,
2646,gi|262408464|ref|NZ_GG705177.1|:c320471-320157|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7KQZ0|UniRef50_R6SFG3,ec:0.0.0.0,,
2647,gi|262408802|ref|NZ_GG705178.1|:270511-270780|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JKS6|UniRef50_R5U4H5,ec:0.0.0.0,,
2648,gi|262406220|ref|NZ_GG705174.1|:c1152327-1152187|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D0TRF3|UniRef50_R6J881,ec:0.0.0.0,,
2649,gi|262407208|ref|NZ_GG705175.1|:c25658-25494|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_C3QQN4|UniRef50_J9CGI7,ec:0.0.0.0,,
2650,gi|262407208|ref|NZ_GG705175.1|:234268-234426|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_C3QQ08|UniRef50_C3QQ08,ec:0.0.0.0,,
2651,gi|262407208|ref|NZ_GG705175.1|:97061-97243|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D0TSY0|UniRef50_D0TSY0,ec:0.0.0.0,,
2652,gi|262406220|ref|NZ_GG705174.1|:969584-970054|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D8P9|UniRef50_D6D8P9,ec:0.0.0.0,,
2653,gi|262408464|ref|NZ_GG705177.1|:c380636-380112|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D2C2|UniRef50_Q8A7K7,ec:0.0.0.0,,
2654,gi|262405036|ref|NZ_GG705173.1|:1606370-1606888|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7EL70|UniRef50_R5G927,ec:0.0.0.0,,
2655,gi|262408802|ref|NZ_GG705178.1|:273524-274018|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D503|UniRef50_Q8A7K7,ec:0.0.0.0,,
2656,gi|262408802|ref|NZ_GG705178.1|:147551-148063|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_C3QFK2|UniRef50_E6ST75,ec:0.0.0.0,,
2657,gi|262405036|ref|NZ_GG705173.1|:1624591-1624956|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5L8B9|UniRef50_C0QQN3,ec:0.0.0.0,,
2658,gi|262409266|ref|NZ_GG705180.1|:c148769-148404|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6K9Q7|UniRef50_R6K9Q7,ec:0.0.0.0,,
2659,gi|262407208|ref|NZ_GG705175.1|:231485-231850|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D3H5|UniRef50_Q64NX2,ec:0.0.0.0,,
2660,gi|262407208|ref|NZ_GG705175.1|:c514877-514443|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWX6|UniRef50_R5JXZ8,ec:0.0.0.0,,
2661,gi|262406220|ref|NZ_GG705174.1|:1102681-1104462|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_E1WUQ7|UniRef50_R5EV05,ec:0.0.0.0,,
2662,gi|262405036|ref|NZ_GG705173.1|:c342766-341039|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JNX2|UniRef50_C6X168,ec:0.0.0.0,,
2663,gi|262405036|ref|NZ_GG705173.1|:595517-597475|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5JAJ3|UniRef50_P35886,ec:5.99.1.3,,
2664,gi|262405036|ref|NZ_GG705173.1|:c1222154-1220277|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5JRS3|UniRef50_F9D3C0,ec:5.99.1.3,,
2665,gi|262409266|ref|NZ_GG705180.1|:77116-78996|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWM0|UniRef50_A6L0Y0,ec:0.0.0.0,,
2666,gi|262405036|ref|NZ_GG705173.1|:198071-199924|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D6B0|UniRef50_Q8A1G0,ec:0.0.0.0,,
2667,gi|262405036|ref|NZ_GG705173.1|:734605-736140|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CZN9|UniRef50_E6SWK2,ec:0.0.0.0,,
2668,gi|262409266|ref|NZ_GG705180.1|:716-2212|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWT2|UniRef50_A6LDN1,ec:2.3.3.13,ec:2.3.3.13,Amino acid metabolism
2668,gi|262409266|ref|NZ_GG705180.1|:716-2212|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWT2|UniRef50_A6LDN1,ec:2.3.3.13,ec:2.3.3.13,Carbohydrate metabolism
2668,gi|262409266|ref|NZ_GG705180.1|:716-2212|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWT2|UniRef50_A6LDN1,ec:2.3.3.13,ec:2.3.3.13,Global and overview maps
2668,gi|262409266|ref|NZ_GG705180.1|:716-2212|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CWT2|UniRef50_A6LDN1,ec:2.3.3.13,ec:2.3.3.13,Global and overview maps
2669,gi|262408115|ref|NZ_GG705176.1|:413395-415020|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_C3QHQ9|UniRef50_R6J467,ec:0.0.0.0,,
2670,gi|262405036|ref|NZ_GG705173.1|:c197827-196232|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6DWQ3|UniRef50_Q8A1F9,ec:0.0.0.0,,
2671,gi|262409266|ref|NZ_GG705180.1|:32212-33849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LAF6|UniRef50_Q8L7B5,ec:0.0.0.0,,
2672,gi|262405036|ref|NZ_GG705173.1|:c477005-473883|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
2673,gi|262405036|ref|NZ_GG705173.1|:c619027-615938|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_Q8A2A1,ec:0.0.0.0,,
2674,gi|262409266|ref|NZ_GG705180.1|:93272-96097|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6K726,ec:2.7.13.3,,
2675,gi|262407208|ref|NZ_GG705175.1|:c936082-933359|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_W4UVN1,ec:0.0.0.0,,
2676,gi|262405036|ref|NZ_GG705173.1|:1607415-1611227|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_Q2S1Q5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
2676,gi|262405036|ref|NZ_GG705173.1|:1607415-1611227|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_Q2S1Q5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
2676,gi|262405036|ref|NZ_GG705173.1|:1607415-1611227|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_Q2S1Q5,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
2677,gi|262407208|ref|NZ_GG705175.1|:1060686-1065116|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6JLD1,ec:2.7.13.3,,
2678,gi|262407208|ref|NZ_GG705175.1|:1012664-1016875|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D5Z9|UniRef50_R5K5Y9,ec:0.0.0.0,,
2679,gi|262408115|ref|NZ_GG705176.1|:415081-418260|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D1D2,ec:0.0.0.0,,
2680,gi|262405036|ref|NZ_GG705173.1|:1465443-1468697|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_L0G401,ec:0.0.0.0,,
2681,gi|262408115|ref|NZ_GG705176.1|:118126-120222|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_W4P8H9,ec:3.6.4.12,,
2682,gi|262409118|ref|NZ_GG705179.1|:24185-26311|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_B2RIW6,ec:2.7.7.8,ec:2.7.7.8,Nucleotide metabolism
2682,gi|262409118|ref|NZ_GG705179.1|:24185-26311|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_B2RIW6,ec:2.7.7.8,ec:2.7.7.8,Nucleotide metabolism
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Carbohydrate metabolism
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Energy metabolism
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Metabolism of terpenoids and polyketides
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Global and overview maps
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Global and overview maps
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Global and overview maps
2683,gi|262407208|ref|NZ_GG705175.1|:c516886-514877|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6M7Y6,ec:2.2.1.1,ec:2.2.1.1,Global and overview maps
2684,gi|262405036|ref|NZ_GG705173.1|:c550595-548547|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D066,ec:0.0.0.0,,
2685,gi|262405036|ref|NZ_GG705173.1|:440536-442953|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D0D1,ec:3.2.1.21,ec:3.2.1.21,Metabolism of other amino acids
2685,gi|262405036|ref|NZ_GG705173.1|:440536-442953|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D0D1,ec:3.2.1.21,ec:3.2.1.21,Carbohydrate metabolism
2685,gi|262405036|ref|NZ_GG705173.1|:440536-442953|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D0D1,ec:3.2.1.21,ec:3.2.1.21,Biosynthesis of other secondary metabolites
2685,gi|262405036|ref|NZ_GG705173.1|:440536-442953|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D0D1,ec:3.2.1.21,ec:3.2.1.21,Global and overview maps
2685,gi|262405036|ref|NZ_GG705173.1|:440536-442953|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_D6D0D1,ec:3.2.1.21,ec:3.2.1.21,Global and overview maps
2686,gi|262406220|ref|NZ_GG705174.1|:945887-948130|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R7IN27,ec:4.2.1.33,ec:4.2.1.33,Amino acid metabolism
2686,gi|262406220|ref|NZ_GG705174.1|:945887-948130|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R7IN27,ec:4.2.1.33,ec:4.2.1.33,Global and overview maps
2686,gi|262406220|ref|NZ_GG705174.1|:945887-948130|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R7IN27,ec:4.2.1.33,ec:4.2.1.33,Global and overview maps
2687,gi|262405036|ref|NZ_GG705173.1|:65403-66560|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A4G8|UniRef50_R6XYW2,ec:0.0.0.0,,
2688,gi|262407208|ref|NZ_GG705175.1|:584691-585830|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6CX44|UniRef50_R7KWU9,ec:0.0.0.0,,
2689,gi|262409787|ref|NZ_GG705194.1|:437-1429|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_R6KL87,ec:0.0.0.0,,
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Carbohydrate metabolism
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Energy metabolism
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
2690,gi|262408464|ref|NZ_GG705177.1|:c122779-121769|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R7ECK1|UniRef50_B7LQ20,ec:1.2.1.12,ec:1.2.1.12,Global and overview maps
2691,gi|262405036|ref|NZ_GG705173.1|:c469937-468924|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_F7M533|UniRef50_F7M533,ec:0.0.0.0,,
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Biosynthesis of other secondary metabolites
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Amino acid metabolism
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
2692,gi|262405036|ref|NZ_GG705173.1|:270842-271849|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R5J6I6|UniRef50_R5J6I6,ec:1.2.1.11,ec:1.2.1.11,Global and overview maps
2693,gi|262407208|ref|NZ_GG705175.1|:927113-928105|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_D6D782|UniRef50_R5RXW9,ec:0.0.0.0,,
2694,gi|262405036|ref|NZ_GG705173.1|:1632799-1633791|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
2694,gi|262405036|ref|NZ_GG705173.1|:1632799-1633791|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Nucleotide metabolism
2694,gi|262405036|ref|NZ_GG705173.1|:1632799-1633791|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5L8D6|UniRef50_A6LEG5,ec:2.7.7.6,ec:2.7.7.6,Global and overview maps
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Carbohydrate metabolism
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Carbohydrate metabolism
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Carbohydrate metabolism
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Energy metabolism
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Energy metabolism
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Global and overview maps
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Global and overview maps
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Global and overview maps
2695,gi|262408464|ref|NZ_GG705177.1|:23172-24224|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6JK25|UniRef50_P0A992,ec:4.1.2.13,ec:4.1.2.13,Global and overview maps
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Metabolism of other amino acids
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Carbohydrate metabolism
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Carbohydrate metabolism
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Energy metabolism
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Energy metabolism
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Global and overview maps
2696,gi|262405036|ref|NZ_GG705173.1|:c222511-221492|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A1G9|UniRef50_P71103,ec:2.3.1.8,ec:2.3.1.8,Global and overview maps
2697,gi|262408464|ref|NZ_GG705177.1|:284275-285309|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q89ZK5|UniRef50_B2RMI0,ec:2.1.1.192,,
2698,gi|262409758|ref|NZ_GG705187.1|:c2569-1544|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R0HEY5|UniRef50_R0HEY5,ec:0.0.0.0,,
2699,gi|262407208|ref|NZ_GG705175.1|:c536035-534695|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6K9Q0|UniRef50_R6T447,ec:0.0.0.0,,
2700,gi|262406220|ref|NZ_GG705174.1|:c34699-33398|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6K7S7|UniRef50_R6SK00,ec:0.0.0.0,,
2701,gi|262408464|ref|NZ_GG705177.1|:273666-274979|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_E5C520|UniRef50_R5UV83,ec:0.0.0.0,,
2702,gi|262406220|ref|NZ_GG705174.1|:421663-423117|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_unknown|UniRef50_unknown,ec:0.0.0.0,,
2703,gi|262405036|ref|NZ_GG705173.1|:1507242-1508672|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q64MT2|UniRef50_Q4UQZ8,ec:3.3.1.1,ec:3.3.1.1,Amino acid metabolism
2703,gi|262405036|ref|NZ_GG705173.1|:1507242-1508672|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q64MT2|UniRef50_Q4UQZ8,ec:3.3.1.1,ec:3.3.1.1,Global and overview maps
2704,gi|262409722|ref|NZ_GG705185.1|:36496-37713|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A528|UniRef50_B4S5Y8,ec:3.5.4.25,ec:3.5.4.25,Metabolism of cofactors and vitamins
2704,gi|262409722|ref|NZ_GG705185.1|:36496-37713|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A528|UniRef50_B4S5Y8,ec:3.5.4.25,ec:3.5.4.25,Metabolism of cofactors and vitamins
2704,gi|262409722|ref|NZ_GG705185.1|:36496-37713|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A528|UniRef50_B4S5Y8,ec:3.5.4.25,ec:3.5.4.25,Global and overview maps
2704,gi|262409722|ref|NZ_GG705185.1|:36496-37713|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q8A528|UniRef50_B4S5Y8,ec:3.5.4.25,ec:3.5.4.25,Global and overview maps
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Carbohydrate metabolism
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Energy metabolism
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
2705,gi|262407208|ref|NZ_GG705175.1|:c28062-26782|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_Q5LG64|UniRef50_B2GAM0,ec:4.2.1.11,ec:4.2.1.11,Global and overview maps
2706,gi|262405036|ref|NZ_GG705173.1|:c620407-619133|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_R6KPF9|UniRef50_R7LCU5,ec:0.0.0.0,,
